Property_ID,Tenant_ID,Month,Monthly_Rent,Lease_Expiry_Date,Group
P04,P04_T2,2024-08-01,28835.210182972904,2026-05-01,Stable + Diversified
P04,P04_T3,2024-08-01,23068.168146378324,2026-04-01,Stable + Diversified
P04,P04_T4,2024-08-01,17301.12610978374,2024-12-01,Stable + Diversified
P04,P04_T5,2024-08-01,17301.12610978374,2027-10-01,Stable + Diversified
P04,P04_T1,2024-09-01,29478.409952872324,2026-07-01,Stable + Diversified
P04,P04_T2,2024-09-01,29478.409952872324,2026-05-01,Stable + Diversified
P04,P04_T3,2024-09-01,23582.72796229786,2026-04-01,Stable + Diversified
P04,P04_T4,2024-09-01,17687.045971723393,2024-12-01,Stable + Diversified
P04,P04_T5,2024-09-01,17687.045971723393,2027-10-01,Stable + Diversified
P04,P04_T1,2024-10-01,29759.65914574256,2026-07-01,Stable + Diversified
P04,P04_T2,2024-10-01,29759.65914574256,2026-05-01,Stable + Diversified
P04,P04_T3,2024-10-01,23807.72731659405,2026-04-01,Stable + Diversified
P04,P04_T4,2024-10-01,17855.795487445535,2024-12-01,Stable + Diversified
P04,P04_T5,2024-10-01,17855.795487445535,2027-10-01,Stable + Diversified
P04,P04_T1,2024-11-01,29875.891942361843,2026-07-01,Stable + Diversified
P04,P04_T2,2024-11-01,29875.891942361843,2026-05-01,Stable + Diversified
P04,P04_T3,2024-11-01,23900.713553889476,2026-04-01,Stable + Diversified
P04,P04_T4,2024-11-01,17925.535165417106,2024-12-01,Stable + Diversified
P04,P04_T5,2024-11-01,17925.535165417106,2027-10-01,Stable + Diversified
P04,P04_T1,2024-12-01,30311.0779247516,2026-07-01,Stable + Diversified
P04,P04_T2,2024-12-01,30311.0779247516,2026-05-01,Stable + Diversified
P04,P04_T3,2024-12-01,24248.862339801282,2026-04-01,Stable + Diversified
P04,P04_T4,2024-12-01,18186.64675485096,2024-12-01,Stable + Diversified
P04,P04_T5,2024-12-01,18186.64675485096,2027-10-01,Stable + Diversified
P05,P05_T1,2023-01-01,22016.17835470935,2027-06-01,Stable + Diversified
P05,P05_T2,2023-01-01,22016.17835470935,2027-01-01,Stable + Diversified
P05,P05_T3,2023-01-01,22016.17835470935,2027-07-01,Stable + Diversified
P05,P05_T4,2023-01-01,16512.133766032013,2026-06-01,Stable + Diversified
P05,P05_T5,2023-01-01,16512.133766032013,2027-08-01,Stable + Diversified
P05,P05_T6,2023-01-01,11008.089177354675,2024-12-01,Stable + Diversified
P05,P05_T1,2023-02-01,22246.2033538406,2027-06-01,Stable + Diversified
P05,P05_T2,2023-02-01,22246.2033538406,2027-01-01,Stable + Diversified
P05,P05_T3,2023-02-01,22246.2033538406,2027-07-01,Stable + Diversified
P05,P05_T4,2023-02-01,16684.652515380447,2026-06-01,Stable + Diversified
P05,P05_T5,2023-02-01,16684.652515380447,2027-08-01,Stable + Diversified
P05,P05_T6,2023-02-01,11123.1016769203,2024-12-01,Stable + Diversified
P05,P05_T1,2023-03-01,22310.774010712976,2027-06-01,Stable + Diversified
P05,P05_T2,2023-03-01,22310.774010712976,2027-01-01,Stable + Diversified
P05,P05_T3,2023-03-01,22310.774010712976,2027-07-01,Stable + Diversified
P05,P05_T4,2023-03-01,16733.08050803473,2026-06-01,Stable + Diversified
P05,P05_T5,2023-03-01,16733.08050803473,2027-08-01,Stable + Diversified
P05,P05_T6,2023-03-01,11155.387005356488,2024-12-01,Stable + Diversified
P05,P05_T1,2023-04-01,22570.4491879469,2027-06-01,Stable + Diversified
P05,P05_T2,2023-04-01,22570.4491879469,2027-01-01,Stable + Diversified
P05,P05_T3,2023-04-01,22570.4491879469,2027-07-01,Stable + Diversified
P05,P05_T4,2023-04-01,16927.836890960174,2026-06-01,Stable + Diversified
P05,P05_T5,2023-04-01,16927.836890960174,2027-08-01,Stable + Diversified
P05,P05_T6,2023-04-01,11285.22459397345,2024-12-01,Stable + Diversified
P05,P05_T1,2023-05-01,22492.22195568813,2027-06-01,Stable + Diversified
P05,P05_T2,2023-05-01,22492.22195568813,2027-01-01,Stable + Diversified
P05,P05_T3,2023-05-01,22492.22195568813,2027-07-01,Stable + Diversified
P05,P05_T4,2023-05-01,16869.166466766095,2026-06-01,Stable + Diversified
P05,P05_T5,2023-05-01,16869.166466766095,2027-08-01,Stable + Diversified
P05,P05_T6,2023-05-01,11246.110977844064,2024-12-01,Stable + Diversified
P05,P05_T1,2023-06-01,22740.948915872214,2027-06-01,Stable + Diversified
P05,P05_T2,2023-06-01,22740.948915872214,2027-01-01,Stable + Diversified
P05,P05_T3,2023-06-01,22740.948915872214,2027-07-01,Stable + Diversified
P05,P05_T4,2023-06-01,17055.711686904157,2026-06-01,Stable + Diversified
P05,P05_T5,2023-06-01,17055.711686904157,2027-08-01,Stable + Diversified
P05,P05_T6,2023-06-01,11370.474457936107,2024-12-01,Stable + Diversified
P05,P05_T1,2023-07-01,22882.7306335696,2027-06-01,Stable + Diversified
P05,P05_T2,2023-07-01,22882.7306335696,2027-01-01,Stable + Diversified
P05,P05_T3,2023-07-01,22882.7306335696,2027-07-01,Stable + Diversified
P05,P05_T4,2023-07-01,17162.0479751772,2026-06-01,Stable + Diversified
P05,P05_T5,2023-07-01,17162.0479751772,2027-08-01,Stable + Diversified
P05,P05_T6,2023-07-01,11441.3653167848,2024-12-01,Stable + Diversified
P05,P05_T1,2023-08-01,22931.32980791957,2027-06-01,Stable + Diversified
P05,P05_T2,2023-08-01,22931.32980791957,2027-01-01,Stable + Diversified
P05,P05_T3,2023-08-01,22931.32980791957,2027-07-01,Stable + Diversified
P05,P05_T4,2023-08-01,17198.497355939675,2026-06-01,Stable + Diversified
P05,P05_T5,2023-08-01,17198.497355939675,2027-08-01,Stable + Diversified
P05,P05_T6,2023-08-01,11465.664903959785,2024-12-01,Stable + Diversified
P05,P05_T1,2023-09-01,22809.16935713118,2027-06-01,Stable + Diversified
P05,P05_T2,2023-09-01,22809.16935713118,2027-01-01,Stable + Diversified
P05,P05_T3,2023-09-01,22809.16935713118,2027-07-01,Stable + Diversified
P05,P05_T4,2023-09-01,17106.877017848383,2026-06-01,Stable + Diversified
P05,P05_T5,2023-09-01,17106.877017848383,2027-08-01,Stable + Diversified
P05,P05_T6,2023-09-01,11404.58467856559,2024-12-01,Stable + Diversified
P05,P05_T1,2023-10-01,23097.611018001644,2027-06-01,Stable + Diversified
P05,P05_T2,2023-10-01,23097.611018001644,2027-01-01,Stable + Diversified
P05,P05_T3,2023-10-01,23097.611018001644,2027-07-01,Stable + Diversified
P05,P05_T4,2023-10-01,17323.20826350123,2026-06-01,Stable + Diversified
P05,P05_T5,2023-10-01,17323.20826350123,2027-08-01,Stable + Diversified
P05,P05_T6,2023-10-01,11548.805509000822,2024-12-01,Stable + Diversified
P05,P05_T1,2023-11-01,23346.612480463602,2027-06-01,Stable + Diversified
P05,P05_T2,2023-11-01,23346.612480463602,2027-01-01,Stable + Diversified
P05,P05_T3,2023-11-01,23346.612480463602,2027-07-01,Stable + Diversified
P05,P05_T4,2023-11-01,17509.9593603477,2026-06-01,Stable + Diversified
P05,P05_T5,2023-11-01,17509.9593603477,2027-08-01,Stable + Diversified
P05,P05_T6,2023-11-01,11673.306240231801,2024-12-01,Stable + Diversified
P05,P05_T1,2023-12-01,23285.07349052606,2027-06-01,Stable + Diversified
P05,P05_T2,2023-12-01,23285.07349052606,2027-01-01,Stable + Diversified
P05,P05_T3,2023-12-01,23285.07349052606,2027-07-01,Stable + Diversified
P05,P05_T4,2023-12-01,17463.805117894542,2026-06-01,Stable + Diversified
P05,P05_T5,2023-12-01,17463.805117894542,2027-08-01,Stable + Diversified
P05,P05_T6,2023-12-01,11642.53674526303,2024-12-01,Stable + Diversified
P05,P05_T1,2024-01-01,23264.32530528466,2027-06-01,Stable + Diversified
P05,P05_T2,2024-01-01,23264.32530528466,2027-01-01,Stable + Diversified
P05,P05_T3,2024-01-01,23264.32530528466,2027-07-01,Stable + Diversified
P05,P05_T4,2024-01-01,17448.243978963492,2026-06-01,Stable + Diversified
P05,P05_T5,2024-01-01,17448.243978963492,2027-08-01,Stable + Diversified
P05,P05_T6,2024-01-01,11632.16265264233,2024-12-01,Stable + Diversified
P05,P05_T1,2024-02-01,23663.872565295125,2027-06-01,Stable + Diversified
P05,P05_T2,2024-02-01,23663.872565295125,2027-01-01,Stable + Diversified
P05,P05_T3,2024-02-01,23663.872565295125,2027-07-01,Stable + Diversified
P05,P05_T4,2024-02-01,17747.904423971344,2026-06-01,Stable + Diversified
P05,P05_T5,2024-02-01,17747.904423971344,2027-08-01,Stable + Diversified
P05,P05_T6,2024-02-01,11831.936282647563,2024-12-01,Stable + Diversified
P05,P05_T1,2024-03-01,23895.46170533118,2027-06-01,Stable + Diversified
P05,P05_T2,2024-03-01,23895.46170533118,2027-01-01,Stable + Diversified
P05,P05_T3,2024-03-01,23895.46170533118,2027-07-01,Stable + Diversified
P05,P05_T4,2024-03-01,17921.596278998386,2026-06-01,Stable + Diversified
P05,P05_T5,2024-03-01,17921.596278998386,2027-08-01,Stable + Diversified
P05,P05_T6,2024-03-01,11947.73085266559,2024-12-01,Stable + Diversified
P05,P05_T1,2024-04-01,23795.202292061902,2027-06-01,Stable + Diversified
P05,P05_T2,2024-04-01,23795.202292061902,2027-01-01,Stable + Diversified
P05,P05_T3,2024-04-01,23795.202292061902,2027-07-01,Stable + Diversified
P05,P05_T4,2024-04-01,17846.401719046426,2026-06-01,Stable + Diversified
P05,P05_T5,2024-04-01,17846.401719046426,2027-08-01,Stable + Diversified
P05,P05_T6,2024-04-01,11897.601146030951,2024-12-01,Stable + Diversified
P05,P05_T1,2024-05-01,24058.959824780002,2027-06-01,Stable + Diversified
P05,P05_T2,2024-05-01,24058.959824780002,2027-01-01,Stable + Diversified
P05,P05_T3,2024-05-01,24058.959824780002,2027-07-01,Stable + Diversified
P05,P05_T4,2024-05-01,18044.219868585,2026-06-01,Stable + Diversified
P05,P05_T5,2024-05-01,18044.219868585,2027-08-01,Stable + Diversified
P05,P05_T6,2024-05-01,12029.479912390001,2024-12-01,Stable + Diversified
P05,P05_T1,2024-06-01,24037.370269303734,2027-06-01,Stable + Diversified
P05,P05_T2,2024-06-01,24037.370269303734,2027-01-01,Stable + Diversified
P05,P05_T3,2024-06-01,24037.370269303734,2027-07-01,Stable + Diversified
P05,P05_T4,2024-06-01,18028.0277019778,2026-06-01,Stable + Diversified
P05,P05_T5,2024-06-01,18028.0277019778,2027-08-01,Stable + Diversified
P05,P05_T6,2024-06-01,12018.685134651867,2024-12-01,Stable + Diversified
P05,P05_T1,2024-07-01,24297.120123929897,2027-06-01,Stable + Diversified
P05,P05_T2,2024-07-01,24297.120123929897,2027-01-01,Stable + Diversified
P05,P05_T3,2024-07-01,24297.120123929897,2027-07-01,Stable + Diversified
P05,P05_T4,2024-07-01,18222.84009294742,2026-06-01,Stable + Diversified
P05,P05_T5,2024-07-01,18222.84009294742,2027-08-01,Stable + Diversified
P05,P05_T6,2024-07-01,12148.560061964949,2024-12-01,Stable + Diversified
P05,P05_T1,2024-08-01,24473.382568224893,2027-06-01,Stable + Diversified
P05,P05_T2,2024-08-01,24473.382568224893,2027-01-01,Stable + Diversified
P05,P05_T3,2024-08-01,24473.382568224893,2027-07-01,Stable + Diversified
P05,P05_T4,2024-08-01,18355.03692616867,2026-06-01,Stable + Diversified
P05,P05_T5,2024-08-01,18355.03692616867,2027-08-01,Stable + Diversified
P05,P05_T6,2024-08-01,12236.691284112447,2024-12-01,Stable + Diversified
P05,P05_T1,2024-09-01,24311.450181258824,2027-06-01,Stable + Diversified
P05,P05_T2,2024-09-01,24311.450181258824,2027-01-01,Stable + Diversified
P05,P05_T3,2024-09-01,24311.450181258824,2027-07-01,Stable + Diversified
P05,P05_T4,2024-09-01,18233.587635944117,2026-06-01,Stable + Diversified
P05,P05_T5,2024-09-01,18233.587635944117,2027-08-01,Stable + Diversified
P05,P05_T6,2024-09-01,12155.725090629412,2024-12-01,Stable + Diversified
P05,P05_T1,2024-10-01,24761.177997678213,2027-06-01,Stable + Diversified
P05,P05_T2,2024-10-01,24761.177997678213,2027-01-01,Stable + Diversified
P05,P05_T3,2024-10-01,24761.177997678213,2027-07-01,Stable + Diversified
P05,P05_T4,2024-10-01,18570.88349825866,2026-06-01,Stable + Diversified
P05,P05_T5,2024-10-01,18570.88349825866,2027-08-01,Stable + Diversified
P05,P05_T6,2024-10-01,12380.588998839106,2024-12-01,Stable + Diversified
P05,P05_T1,2024-11-01,24862.436005014024,2027-06-01,Stable + Diversified
P05,P05_T2,2024-11-01,24862.436005014024,2027-01-01,Stable + Diversified
P05,P05_T3,2024-11-01,24862.436005014024,2027-07-01,Stable + Diversified
P05,P05_T4,2024-11-01,18646.827003760518,2026-06-01,Stable + Diversified
P05,P05_T5,2024-11-01,18646.827003760518,2027-08-01,Stable + Diversified
P05,P05_T6,2024-11-01,12431.218002507012,2024-12-01,Stable + Diversified
P05,P05_T1,2024-12-01,24820.925560456315,2027-06-01,Stable + Diversified
P05,P05_T2,2024-12-01,24820.925560456315,2027-01-01,Stable + Diversified
P05,P05_T3,2024-12-01,24820.925560456315,2027-07-01,Stable + Diversified
P05,P05_T4,2024-12-01,18615.694170342234,2026-06-01,Stable + Diversified
P05,P05_T5,2024-12-01,18615.694170342234,2027-08-01,Stable + Diversified
P05,P05_T6,2024-12-01,12410.462780228157,2024-12-01,Stable + Diversified
P06,P06_T1,2023-01-01,27015.688805369096,2027-06-01,Stable + Diversified
P06,P06_T2,2023-01-01,22513.07400447425,2026-08-01,Stable + Diversified
P06,P06_T3,2023-01-01,22513.07400447425,2026-06-01,Stable + Diversified
P06,P06_T4,2023-01-01,18010.4592035794,2024-12-01,Stable + Diversified
P06,P06_T1,2023-02-01,27006.002701886526,2027-06-01,Stable + Diversified
P06,P06_T2,2023-02-01,22505.002251572107,2026-08-01,Stable + Diversified
P06,P06_T3,2023-02-01,22505.002251572107,2026-06-01,Stable + Diversified
P06,P06_T4,2023-02-01,18004.001801257687,2024-12-01,Stable + Diversified
P06,P06_T1,2023-03-01,26984.749426307288,2027-06-01,Stable + Diversified
P06,P06_T2,2023-03-01,22487.291188589406,2026-08-01,Stable + Diversified
P06,P06_T3,2023-03-01,22487.291188589406,2026-06-01,Stable + Diversified
P06,P06_T4,2023-03-01,17989.832950871525,2024-12-01,Stable + Diversified
P06,P06_T1,2023-04-01,26891.458227348612,2027-06-01,Stable + Diversified
P06,P06_T2,2023-04-01,22409.548522790512,2026-08-01,Stable + Diversified
P06,P06_T3,2023-04-01,22409.548522790512,2026-06-01,Stable + Diversified
P06,P06_T4,2023-04-01,17927.63881823241,2024-12-01,Stable + Diversified
P06,P06_T1,2023-05-01,26948.116627794047,2027-06-01,Stable + Diversified
P06,P06_T2,2023-05-01,22456.76385649504,2026-08-01,Stable + Diversified
P06,P06_T3,2023-05-01,22456.76385649504,2026-06-01,Stable + Diversified
P06,P06_T4,2023-05-01,17965.411085196032,2024-12-01,Stable + Diversified
P06,P06_T1,2023-06-01,26992.229882515338,2027-06-01,Stable + Diversified
P06,P06_T2,2023-06-01,22493.524902096116,2026-08-01,Stable + Diversified
P06,P06_T3,2023-06-01,22493.524902096116,2026-06-01,Stable + Diversified
P06,P06_T4,2023-06-01,17994.819921676895,2024-12-01,Stable + Diversified
P06,P06_T1,2023-07-01,27101.569293083194,2027-06-01,Stable + Diversified
P06,P06_T2,2023-07-01,22584.64107756933,2026-08-01,Stable + Diversified
P06,P06_T3,2023-07-01,22584.64107756933,2026-06-01,Stable + Diversified
P06,P06_T4,2023-07-01,18067.712862055465,2024-12-01,Stable + Diversified
P06,P06_T1,2023-08-01,26971.940509022876,2027-06-01,Stable + Diversified
P06,P06_T2,2023-08-01,22476.617090852396,2026-08-01,Stable + Diversified
P06,P06_T3,2023-08-01,22476.617090852396,2026-06-01,Stable + Diversified
P06,P06_T4,2023-08-01,17981.293672681917,2024-12-01,Stable + Diversified
P06,P06_T1,2023-09-01,26856.602289098457,2027-06-01,Stable + Diversified
P06,P06_T2,2023-09-01,22380.50190758205,2026-08-01,Stable + Diversified
P06,P06_T3,2023-09-01,22380.50190758205,2026-06-01,Stable + Diversified
P06,P06_T4,2023-09-01,17904.40152606564,2024-12-01,Stable + Diversified
P06,P06_T1,2023-10-01,27150.069840580985,2027-06-01,Stable + Diversified
P06,P06_T2,2023-10-01,22625.058200484156,2026-08-01,Stable + Diversified
P06,P06_T3,2023-10-01,22625.058200484156,2026-06-01,Stable + Diversified
P06,P06_T4,2023-10-01,18100.046560387327,2024-12-01,Stable + Diversified
P06,P06_T1,2023-11-01,27196.85102924103,2027-06-01,Stable + Diversified
P06,P06_T2,2023-11-01,22664.042524367524,2026-08-01,Stable + Diversified
P06,P06_T3,2023-11-01,22664.042524367524,2026-06-01,Stable + Diversified
P06,P06_T4,2023-11-01,18131.23401949402,2024-12-01,Stable + Diversified
P06,P06_T1,2023-12-01,26974.88746660081,2027-06-01,Stable + Diversified
P06,P06_T2,2023-12-01,22479.07288883401,2026-08-01,Stable + Diversified
P06,P06_T3,2023-12-01,22479.07288883401,2026-06-01,Stable + Diversified
P06,P06_T4,2023-12-01,17983.25831106721,2024-12-01,Stable + Diversified
P06,P06_T1,2024-01-01,27254.99775031225,2027-06-01,Stable + Diversified
P06,P06_T2,2024-01-01,22712.49812526021,2026-08-01,Stable + Diversified
P06,P06_T3,2024-01-01,22712.49812526021,2026-06-01,Stable + Diversified
P06,P06_T4,2024-01-01,18169.998500208167,2024-12-01,Stable + Diversified
P06,P06_T1,2024-02-01,27134.900144232168,2027-06-01,Stable + Diversified
P06,P06_T2,2024-02-01,22612.41678686014,2026-08-01,Stable + Diversified
P06,P06_T3,2024-02-01,22612.41678686014,2026-06-01,Stable + Diversified
P06,P06_T4,2024-02-01,18089.933429488112,2024-12-01,Stable + Diversified
P06,P06_T1,2024-03-01,26894.594750182627,2027-06-01,Stable + Diversified
P06,P06_T2,2024-03-01,22412.162291818855,2026-08-01,Stable + Diversified
P06,P06_T3,2024-03-01,22412.162291818855,2026-06-01,Stable + Diversified
P06,P06_T4,2024-03-01,17929.729833455083,2024-12-01,Stable + Diversified
P06,P06_T1,2024-04-01,26931.554098149696,2027-06-01,Stable + Diversified
P06,P06_T2,2024-04-01,22442.96174845808,2026-08-01,Stable + Diversified
P06,P06_T3,2024-04-01,22442.96174845808,2026-06-01,Stable + Diversified
P06,P06_T4,2024-04-01,17954.369398766466,2024-12-01,Stable + Diversified
P06,P06_T1,2024-05-01,26941.815491005455,2027-06-01,Stable + Diversified
P06,P06_T2,2024-05-01,22451.51290917121,2026-08-01,Stable + Diversified
P06,P06_T3,2024-05-01,22451.51290917121,2026-06-01,Stable + Diversified
P06,P06_T4,2024-05-01,17961.21032733697,2024-12-01,Stable + Diversified
P06,P06_T1,2024-06-01,26883.035560788507,2027-06-01,Stable + Diversified
P06,P06_T2,2024-06-01,22402.529633990423,2026-08-01,Stable + Diversified
P06,P06_T3,2024-06-01,22402.529633990423,2026-06-01,Stable + Diversified
P06,P06_T4,2024-06-01,17922.02370719234,2024-12-01,Stable + Diversified
P06,P06_T1,2024-07-01,27039.471341705936,2027-06-01,Stable + Diversified
P06,P06_T2,2024-07-01,22532.892784754946,2026-08-01,Stable + Diversified
P06,P06_T3,2024-07-01,22532.892784754946,2026-06-01,Stable + Diversified
P06,P06_T4,2024-07-01,18026.314227803956,2024-12-01,Stable + Diversified
P06,P06_T1,2024-08-01,26981.666258420995,2027-06-01,Stable + Diversified
P06,P06_T2,2024-08-01,22484.721882017497,2026-08-01,Stable + Diversified
P06,P06_T3,2024-08-01,22484.721882017497,2026-06-01,Stable + Diversified
P06,P06_T4,2024-08-01,17987.777505613998,2024-12-01,Stable + Diversified
P06,P06_T1,2024-09-01,27124.257853952662,2027-06-01,Stable + Diversified
P06,P06_T2,2024-09-01,22603.548211627218,2026-08-01,Stable + Diversified
P06,P06_T3,2024-09-01,22603.548211627218,2026-06-01,Stable + Diversified
P06,P06_T4,2024-09-01,18082.838569301774,2024-12-01,Stable + Diversified
P06,P06_T1,2024-10-01,27131.711828223124,2027-06-01,Stable + Diversified
P06,P06_T2,2024-10-01,22609.759856852605,2026-08-01,Stable + Diversified
P06,P06_T3,2024-10-01,22609.759856852605,2026-06-01,Stable + Diversified
P06,P06_T4,2024-10-01,18087.807885482085,2024-12-01,Stable + Diversified
P06,P06_T1,2024-11-01,26895.553620414063,2027-06-01,Stable + Diversified
P06,P06_T2,2024-11-01,22412.961350345053,2026-08-01,Stable + Diversified
P06,P06_T3,2024-11-01,22412.961350345053,2026-06-01,Stable + Diversified
P06,P06_T4,2024-11-01,17930.369080276043,2024-12-01,Stable + Diversified
P06,P06_T1,2024-12-01,27030.745317184454,2027-06-01,Stable + Diversified
P06,P06_T2,2024-12-01,22525.62109765371,2026-08-01,Stable + Diversified
P06,P06_T3,2024-12-01,22525.62109765371,2026-06-01,Stable + Diversified
P06,P06_T4,2024-12-01,18020.49687812297,2024-12-01,Stable + Diversified
P07,P07_T1,2023-01-01,52787.97327883138,2027-08-01,Volatile Growth
P07,P07_T2,2023-01-01,39590.97995912353,2027-07-01,Volatile Growth
P07,P07_T3,2023-01-01,26393.98663941569,2026-07-01,Volatile Growth
P07,P07_T4,2023-01-01,13196.993319707844,2024-11-01,Volatile Growth
P07,P07_T1,2023-02-01,37831.36091980126,2027-08-01,Volatile Growth
P07,P07_T2,2023-02-01,28373.520689850942,2027-07-01,Volatile Growth
P07,P07_T3,2023-02-01,18915.68045990063,2026-07-01,Volatile Growth
P07,P07_T4,2023-02-01,9457.840229950314,2024-11-01,Volatile Growth
P07,P07_T1,2023-03-01,42177.22982490153,2027-08-01,Volatile Growth
P07,P07_T2,2023-03-01,31632.922368676147,2027-07-01,Volatile Growth
P07,P07_T3,2023-03-01,21088.614912450765,2026-07-01,Volatile Growth
P07,P07_T4,2023-03-01,10544.307456225382,2024-11-01,Volatile Growth
P07,P07_T1,2023-04-01,45939.75984129055,2027-08-01,Volatile Growth
P07,P07_T2,2023-04-01,34454.81988096791,2027-07-01,Volatile Growth
P07,P07_T3,2023-04-01,22969.879920645275,2026-07-01,Volatile Growth
P07,P07_T4,2023-04-01,11484.939960322637,2024-11-01,Volatile Growth
P07,P07_T1,2023-05-01,45942.82526223936,2027-08-01,Volatile Growth
P07,P07_T2,2023-05-01,34457.11894667952,2027-07-01,Volatile Growth
P07,P07_T3,2023-05-01,22971.41263111968,2026-07-01,Volatile Growth
P07,P07_T4,2023-05-01,11485.70631555984,2024-11-01,Volatile Growth
P07,P07_T1,2023-06-01,51730.50196078705,2027-08-01,Volatile Growth
P07,P07_T2,2023-06-01,38797.87647059028,2027-07-01,Volatile Growth
P07,P07_T3,2023-06-01,25865.250980393525,2026-07-01,Volatile Growth
P07,P07_T4,2023-06-01,12932.625490196762,2024-11-01,Volatile Growth
P07,P07_T1,2023-07-01,50093.69970096203,2027-08-01,Volatile Growth
P07,P07_T2,2023-07-01,37570.27477572152,2027-07-01,Volatile Growth
P07,P07_T3,2023-07-01,25046.849850481016,2026-07-01,Volatile Growth
P07,P07_T4,2023-07-01,12523.424925240508,2024-11-01,Volatile Growth
P07,P07_T1,2023-08-01,42238.748626069035,2027-08-01,Volatile Growth
P07,P07_T2,2023-08-01,31679.061469551772,2027-07-01,Volatile Growth
P07,P07_T3,2023-08-01,21119.374313034517,2026-07-01,Volatile Growth
P07,P07_T4,2023-08-01,10559.687156517259,2024-11-01,Volatile Growth
P07,P07_T1,2023-09-01,54302.135489765606,2027-08-01,Volatile Growth
P07,P07_T2,2023-09-01,40726.6016173242,2027-07-01,Volatile Growth
P07,P07_T3,2023-09-01,27151.067744882803,2026-07-01,Volatile Growth
P07,P07_T4,2023-09-01,13575.533872441401,2024-11-01,Volatile Growth
P07,P07_T1,2023-10-01,53018.27062791174,2027-08-01,Volatile Growth
P07,P07_T2,2023-10-01,39763.7029709338,2027-07-01,Volatile Growth
P07,P07_T3,2023-10-01,26509.13531395587,2026-07-01,Volatile Growth
P07,P07_T4,2023-10-01,13254.567656977935,2024-11-01,Volatile Growth
P07,P07_T1,2023-11-01,49238.06682824283,2027-08-01,Volatile Growth
P07,P07_T2,2023-11-01,36928.55012118212,2027-07-01,Volatile Growth
P07,P07_T3,2023-11-01,24619.033414121415,2026-07-01,Volatile Growth
P07,P07_T4,2023-11-01,12309.516707060708,2024-11-01,Volatile Growth
P07,P07_T1,2023-12-01,59153.82165549847,2027-08-01,Volatile Growth
P07,P07_T2,2023-12-01,44365.36624162385,2027-07-01,Volatile Growth
P07,P07_T3,2023-12-01,29576.910827749234,2026-07-01,Volatile Growth
P07,P07_T4,2023-12-01,14788.455413874617,2024-11-01,Volatile Growth
P07,P07_T1,2024-01-01,53725.20914025814,2027-08-01,Volatile Growth
P07,P07_T2,2024-01-01,40293.90685519361,2027-07-01,Volatile Growth
P07,P07_T3,2024-01-01,26862.60457012907,2026-07-01,Volatile Growth
P07,P07_T4,2024-01-01,13431.302285064536,2024-11-01,Volatile Growth
P07,P07_T1,2024-02-01,65613.63110379281,2027-08-01,Volatile Growth
P07,P07_T2,2024-02-01,49210.22332784461,2027-07-01,Volatile Growth
P07,P07_T3,2024-02-01,32806.815551896405,2026-07-01,Volatile Growth
P07,P07_T4,2024-02-01,16403.407775948202,2024-11-01,Volatile Growth
P07,P07_T1,2024-03-01,51544.19069354347,2027-08-01,Volatile Growth
P07,P07_T2,2024-03-01,38658.1430201576,2027-07-01,Volatile Growth
P07,P07_T3,2024-03-01,25772.095346771734,2026-07-01,Volatile Growth
P07,P07_T4,2024-03-01,12886.047673385867,2024-11-01,Volatile Growth
P07,P07_T1,2024-04-01,59924.33477795042,2027-08-01,Volatile Growth
P07,P07_T2,2024-04-01,44943.25108346281,2027-07-01,Volatile Growth
P07,P07_T3,2024-04-01,29962.16738897521,2026-07-01,Volatile Growth
P07,P07_T4,2024-04-01,14981.083694487605,2024-11-01,Volatile Growth
P07,P07_T1,2024-05-01,62213.93411706735,2027-08-01,Volatile Growth
P07,P07_T2,2024-05-01,46660.45058780051,2027-07-01,Volatile Growth
P07,P07_T3,2024-05-01,31106.967058533675,2026-07-01,Volatile Growth
P07,P07_T4,2024-05-01,15553.483529266838,2024-11-01,Volatile Growth
P07,P07_T1,2024-06-01,59991.622467486595,2027-08-01,Volatile Growth
P07,P07_T2,2024-06-01,44993.71685061495,2027-07-01,Volatile Growth
P07,P07_T3,2024-06-01,29995.811233743298,2026-07-01,Volatile Growth
P07,P07_T4,2024-06-01,14997.905616871649,2024-11-01,Volatile Growth
P07,P07_T1,2024-07-01,64599.3541482986,2027-08-01,Volatile Growth
P07,P07_T2,2024-07-01,48449.51561122394,2027-07-01,Volatile Growth
P07,P07_T3,2024-07-01,32299.6770741493,2026-07-01,Volatile Growth
P07,P07_T4,2024-07-01,16149.83853707465,2024-11-01,Volatile Growth
P07,P07_T1,2024-08-01,63621.607075205764,2027-08-01,Volatile Growth
P07,P07_T2,2024-08-01,47716.20530640432,2027-07-01,Volatile Growth
P07,P07_T3,2024-08-01,31810.803537602882,2026-07-01,Volatile Growth
P07,P07_T4,2024-08-01,15905.401768801441,2024-11-01,Volatile Growth
P07,P07_T1,2024-09-01,62304.339759554576,2027-08-01,Volatile Growth
P07,P07_T2,2024-09-01,46728.254819665926,2027-07-01,Volatile Growth
P07,P07_T3,2024-09-01,31152.169879777288,2026-07-01,Volatile Growth
P07,P07_T4,2024-09-01,15576.084939888644,2024-11-01,Volatile Growth
P07,P07_T1,2024-10-01,59898.61917470267,2027-08-01,Volatile Growth
P07,P07_T2,2024-10-01,44923.964381027,2027-07-01,Volatile Growth
P07,P07_T3,2024-10-01,29949.309587351334,2026-07-01,Volatile Growth
